extraction,approach,BPM gt,time gt
convexhull,holistic,112.0,109
convexhull,holistic,112.0,110
convexhull,holistic,113.0,111
convexhull,holistic,113.0,112
convexhull,holistic,114.0,113
convexhull,holistic,115.5,114
convexhull,holistic,116.0,115
convexhull,holistic,116.0,116
convexhull,holistic,114.5,117
convexhull,holistic,112.0,118
convexhull,holistic,110.99999999999999,119
convexhull,holistic,110.0,120
convexhull,holistic,107.5,121
convexhull,holistic,107.5,122
convexhull,holistic,108.5,123
convexhull,holistic,109.5,124
convexhull,holistic,112.0,125
convexhull,holistic,113.5,126
convexhull,holistic,112.0,127
convexhull,holistic,111.5,128
convexhull,holistic,113.0,129
convexhull,holistic,113.0,130
convexhull,holistic,112.0,131
convexhull,holistic,112.0,132
convexhull,holistic,112.0,133
convexhull,holistic,110.5,134
convexhull,holistic,110.5,135
convexhull,holistic,110.99999999999999,136
convexhull,holistic,111.5,137
convexhull,holistic,110.99999999999999,138
convexhull,holistic,109.5,139
convexhull,holistic,109.5,140
convexhull,holistic,110.0,141
convexhull,holistic,110.99999999999999,142
convexhull,holistic,112.0,143
convexhull,holistic,112.0,144
convexhull,holistic,113.5,145
convexhull,holistic,113.5,146
convexhull,holistic,113.5,147
convexhull,holistic,114.0,148
convexhull,holistic,114.5,149
convexhull,holistic,115.0,150
convexhull,holistic,115.0,151
convexhull,holistic,116.5,152
convexhull,holistic,118.0,153
convexhull,holistic,118.49999999999999,154
convexhull,holistic,119.0,155
convexhull,holistic,118.49999999999999,156
convexhull,holistic,117.0,157
convexhull,holistic,117.0,158
convexhull,holistic,116.5,159
convexhull,holistic,116.0,160
convexhull,holistic,117.0,161
convexhull,holistic,118.0,162
convexhull,holistic,118.0,163
convexhull,holistic,119.5,164
convexhull,holistic,121.0,165
convexhull,holistic,121.0,166
convexhull,holistic,121.5,167
convexhull,holistic,120.5,168
convexhull,holistic,118.49999999999999,169
convexhull,holistic,117.0,170
convexhull,holistic,115.5,171
convexhull,holistic,115.0,172
convexhull,holistic,115.5,173
convexhull,holistic,116.0,174
convexhull,holistic,115.5,175
convexhull,holistic,115.5,176
convexhull,holistic,116.0,177
convexhull,holistic,116.5,178
convexhull,holistic,117.0,179
convexhull,holistic,117.0,180
convexhull,holistic,116.5,181
convexhull,holistic,117.0,182
convexhull,holistic,116.5,183
convexhull,holistic,115.5,184
convexhull,holistic,115.0,185
convexhull,holistic,115.0,186
convexhull,holistic,116.5,187
convexhull,holistic,118.0,188
convexhull,holistic,118.49999999999999,189
convexhull,holistic,118.49999999999999,190
convexhull,holistic,119.5,191
convexhull,holistic,119.5,192
convexhull,holistic,118.0,193
convexhull,holistic,117.0,194
convexhull,holistic,117.5,195
convexhull,holistic,118.49999999999999,196
convexhull,holistic,119.0,197
convexhull,holistic,119.5,198
convexhull,holistic,119.5,199
convexhull,holistic,120.5,200
convexhull,holistic,121.5,201
convexhull,holistic,120.0,202
convexhull,holistic,119.5,203
convexhull,holistic,121.0,204
convexhull,holistic,122.0,205
convexhull,holistic,121.5,206
convexhull,holistic,121.5,207
convexhull,holistic,121.0,208
convexhull,holistic,120.0,209
convexhull,holistic,119.5,210
convexhull,holistic,119.0,211
convexhull,holistic,119.5,212
convexhull,holistic,121.5,213
convexhull,holistic,123.99999999999999,214
convexhull,holistic,124.50000000000001,215
convexhull,holistic,123.49999999999999,216
convexhull,holistic,122.49999999999999,217
convexhull,holistic,121.0,218
convexhull,holistic,119.0,219
convexhull,holistic,119.0,220
convexhull,holistic,119.5,221
convexhull,holistic,120.0,222
convexhull,holistic,120.0,223
convexhull,holistic,120.5,224
convexhull,holistic,120.5,225
convexhull,holistic,121.0,226
convexhull,holistic,120.5,227
convexhull,holistic,118.49999999999999,228
convexhull,holistic,119.0,229
convexhull,holistic,121.5,230
convexhull,holistic,122.0,231
convexhull,holistic,120.5,232
convexhull,holistic,121.5,233
convexhull,holistic,122.99999999999999,234
convexhull,holistic,123.99999999999999,235
convexhull,holistic,124.50000000000001,236
convexhull,holistic,123.99999999999999,237
convexhull,holistic,123.99999999999999,238
convexhull,holistic,123.49999999999999,239
convexhull,holistic,121.5,240
convexhull,holistic,120.5,241
convexhull,holistic,120.5,242
convexhull,holistic,120.5,243
convexhull,holistic,120.5,244
convexhull,holistic,121.5,245
convexhull,holistic,122.0,246
convexhull,holistic,122.0,247
convexhull,holistic,122.99999999999999,248
convexhull,holistic,125.00000000000001,249
convexhull,holistic,126.0,250
convexhull,holistic,127.0,251
convexhull,holistic,126.5,252
convexhull,holistic,123.99999999999999,253
convexhull,holistic,121.5,254
convexhull,holistic,120.5,255
convexhull,holistic,120.5,256
convexhull,holistic,122.49999999999999,257
convexhull,holistic,122.49999999999999,258
convexhull,holistic,123.99999999999999,259
convexhull,holistic,125.00000000000001,260
convexhull,holistic,123.49999999999999,261
convexhull,holistic,118.0,262
convexhull,holistic,114.5,263
convexhull,holistic,114.0,264
convexhull,holistic,109.5,265
convexhull,holistic,97.5,266
convexhull,holistic,94.5,267
convexhull,holistic,101.5,268
convexhull,holistic,107.5,269
convexhull,holistic,108.0,270
convexhull,holistic,106.5,271
convexhull,holistic,105.5,272
convexhull,holistic,104.0,273
convexhull,holistic,97.5,274
convexhull,holistic,92.5,275
convexhull,holistic,94.5,276
convexhull,holistic,99.0,277
convexhull,holistic,101.5,278
convexhull,holistic,100.0,279
convexhull,holistic,98.5,280
convexhull,holistic,100.5,281
convexhull,holistic,100.0,282
convexhull,holistic,93.5,283
convexhull,holistic,89.5,284
convexhull,holistic,91.5,285
convexhull,holistic,95.0,286
convexhull,holistic,96.0,287
convexhull,holistic,94.0,288
convexhull,holistic,91.5,289
convexhull,holistic,91.5,290
convexhull,holistic,94.5,291
convexhull,holistic,93.5,292
convexhull,holistic,87.0,293
convexhull,holistic,83.0,294
convexhull,holistic,84.0,295
convexhull,holistic,88.0,296
convexhull,holistic,91.5,297
convexhull,holistic,90.0,298
convexhull,holistic,85.0,299
convexhull,holistic,80.5,300
convexhull,holistic,82.0,301
convexhull,holistic,86.5,302
convexhull,holistic,87.0,303
convexhull,holistic,84.5,304
convexhull,holistic,83.0,305
convexhull,holistic,84.0,306
convexhull,holistic,87.0,307
convexhull,holistic,90.0,308
convexhull,holistic,89.5,309
convexhull,holistic,84.0,310
convexhull,holistic,79.5,311
convexhull,holistic,81.5,312
convexhull,holistic,84.5,313
convexhull,holistic,89.0,314
convexhull,holistic,89.5,315
convexhull,holistic,88.0,316
convexhull,holistic,88.0,317
convexhull,holistic,89.0,318
convexhull,holistic,91.0,319
convexhull,holistic,90.5,320
convexhull,holistic,87.0,321
convexhull,holistic,84.5,322
convexhull,holistic,86.0,323
convexhull,holistic,90.0,324
convexhull,holistic,92.5,325
convexhull,holistic,88.0,326
convexhull,holistic,82.5,327
convexhull,holistic,84.0,328
convexhull,holistic,89.5,329
convexhull,holistic,86.0,330
convexhull,holistic,80.0,331
convexhull,holistic,82.0,332
convexhull,holistic,84.5,333
convexhull,holistic,86.0,334
convexhull,holistic,89.0,335
convexhull,holistic,88.5,336
convexhull,holistic,87.5,337
convexhull,holistic,69.0,338
convexhull,holistic,73.0,339
